#   value 
       0 
       0 
       0 
       0 
       0 
       0 
       0 
109572.2 
712951.1 
 1459464 
 2138278 
 2653205 
 2949823 
 3004034 
 2811708 
 2391768 
 1783423 
 1056828 
334310.2 
7109.646 
       0 
       0 
       0 
       0 
