#   value 
       0 
       0 
       0 
       0 
       0 
       0 
       0 
148309.3 
803651.4 
 1568200 
 2249732 
 2752949 
 3030121 
 3057357 
 2839728 
 2388109 
 1752632 
999846.2 
278844.5 
2091.072 
       0 
       0 
       0 
       0 
